id,english_word,persian_translation,example_sentence,persian_example,phonetic,category,level,created_at,last_reviewed,next_review,ease_factor,repetition,interval,is_favorite
857,bullet,گلوله,"The bullet missed him by inches.","گلوله با فاصله چند سانتی‌متر از کنارش رد شد.","/ˈbʊl.ɪt/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
858,bulletin,بولتن,"Read the company bulletin for updates.","برای به‌روزرسانی‌ها بولتن شرکت را بخوانید.","/ˈbʊl.ə.tɪn/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
859,bully,قلدر,"The bully was suspended from school.","قلدر از مدرسه تعلیق شد.","/ˈbʊl.i/","روابط","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
860,bum,بی‌کار,"He's just sitting around like a bum.","او مثل یک بی‌کار فقط نشسته است.","/bʌm/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
861,bump,برآمدگی,"There's a bump on my head.","روی سرم یک برآمدگی وجود دارد.","/bʌmp/","سلامتی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
862,bumper,ضربه‌گیر,"The car's bumper was damaged.","ضربه‌گیر ماشین آسیب دیده بود.","/ˈbʌm.pər/","وسایل","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
863,bun,نان گرد,"She bought some burger buns.","او چند نان گرد برای همبرگر خرید.","/bʌn/","غذا","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
864,bunch,دسته,"He gave her a bunch of flowers.","او یک دسته گل به او داد.","/bʌntʃ/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
865,burden,بار,"Carrying this box is a real burden.","حمل این جعبه واقعاً بار سنگینی است.","/ˈbɜː.dən/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
866,burden,بار سنگین,"The debt became a financial burden.","بدهی به یک بار مالی سنگین تبدیل شد.","/ˈbɜː.dən/","مالی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
867,burdensome,سنگین,"The new regulations are burdensome.","مقررات جدید سنگین هستند.","/ˈbɜː.dən.səm/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
868,bureau,دفتر,"She works at the employment bureau.","او در دفتر اشتغال کار می‌کند.","/ˈbjʊə.rəʊ/","مکان","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
869,bureaucracy,دیوان‌سالاری,"The bureaucracy slowed everything down.","دیوان‌سالاری همه چیز را کند کرد.","/bjʊəˈrɒk.rə.si/","سیاست","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
870,burger,همبرگر,"I'll have a cheeseburger, please.","لطفاً یک چیزبرگر می‌خواهم.","/ˈbɜː.ɡər/","غذا","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,2.0,0,1,False
871,burglar,سارق,"The burglar was caught by police.","سارق توسط پلیس دستگیر شد.","/ˈbɜː.ɡlər/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
872,burglary,سرقت,"There was a burglary at our neighbor's house.","در خانه همسایه ما یک سرقت اتفاق افتاد.","/ˈbɜː.ɡlər.i/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
873,burgle,سرقت کردن,"Our house was burgled last night.","دیشب از خانه ما سرقت شد.","/ˈbɜː.ɡəl/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
874,burial,خاکسپاری,"The burial took place at sunset.","خاکسپاری در غروب آفتاب انجام شد.","/ˈber.i.əl/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
875,burn,سوختن,"Be careful not to burn the toast.","مراقب باش نان تست نسوزد.","/bɜːn/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.8,0,1,False
876,burn,سوختگی,"She has a burn on her hand.","او روی دستش سوختگی دارد.","/bɜːn/","سلامتی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
877,burning,سوزان,"The burning sun made us seek shade.","آفتاب سوزان ما را به سایه کشاند.","/ˈbɜː.nɪŋ/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
878,burst,ترکیدن,"The balloon burst with a loud pop.","بادکنک با صدای بلندی ترکید.","/bɜːst/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
879,bury,دفن کردن,"They buried the treasure in the sand.","آنها گنج را در شن دفن کردند.","/ˈber.i/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.8,0,1,False
880,bus,اتوبوس,"I take the bus to work every day.","من هر روز با اتوبوس به محل کار می‌روم.","/bʌs/","حمل و نقل","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,2.0,0,1,False
881,bus station,ایستگاه اتوبوس,"Let's meet at the bus station.","بیا در ایستگاه اتوبوس همدیگر را ببینیم.","/ˈbʌs ˌsteɪ.ʃən/","مکان","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.8,0,1,False
882,bus stop,ایستگاه اتوبوس,"There's a bus stop near my house.","نزدیک خانه من یک ایستگاه اتوبوس وجود دارد.","/ˈbʌs ˌstɒp/","مکان","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.8,0,1,False
883,bush,بوته,"The cat hid in the bushes.","گربه در میان بوته‌ها پنهان شد.","/bʊʃ/","طبیعت","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.8,0,1,False
884,business,کسب و کار,"He runs a small business.","او یک کسب و کار کوچک دارد.","/ˈbɪz.nɪs/","اقتصاد","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,2.0,0,1,False
885,businessman,تاجر,"The businessman closed an important deal.","تاجر یک معامله مهم را بست.","/ˈbɪz.nɪs.mæn/","شغل","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.8,0,1,False
886,businesswoman,تاجر زن,"She's a successful businesswoman.","او یک تاجر زن موفق است.","/ˈbɪz.nɪsˌwʊm.ən/","شغل","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.8,0,1,False
887,bust,مجسمه نیم‌تنه,"There's a bust of the poet in the library.","یک مجسمه نیم‌تنه از شاعر در کتابخانه وجود دارد.","/bʌst/","هنر","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
888,bustle,شلوغی,"The bustle of the city was overwhelming.","شلوغی شهر خسته‌کننده بود.","/ˈbʌs.əl/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
889,bustling,پر جنب و جوش,"The market was bustling with people.","بازار پر از جنب و جوش مردم بود.","/ˈbʌs.lɪŋ/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
890,busy,مشغول,"I'm too busy to talk right now.","الان خیلی مشغول هستم که صحبت کنم.","/ˈbɪz.i/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,2.0,0,1,False
891,but,اما,"I wanted to go, but I was tired.","من می‌خواستم بروم، اما خسته بودم.","/bʌt/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,2.0,0,1,False
892,but,به جز,"Everyone but John attended the meeting.","همه به جز جان در جلسه حضور داشتند.","/bʌt/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
893,butcher,قصاب,"The butcher cut the meat carefully.","قصاب گوشت را با دقت برید.","/ˈbʊtʃ.ər/","شغل","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
894,butcher,سلاخی کردن,"They butchered the animal humanely.","آنها حیوان را به روش انسانی سلاخی کردند.","/ˈbʊtʃ.ər/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
895,butter,کره,"Spread some butter on the bread.","کمی کره روی نان بمال.","/ˈbʌt.ər/","غذا","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,2.0,0,1,False
896,butterfly,پروانه,"A beautiful butterfly landed on the flower.","یک پروانه زیبا روی گل نشست.","/ˈbʌt.ə.flaɪ/","حیوانات","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,2.0,0,1,False
897,button,دکمه,"Press the red button to start.","دکمه قرمز را برای شروع فشار دهید.","/ˈbʌt.ən/","وسایل","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,2.0,0,1,False
898,buy,خریدن,"I need to buy some groceries.","من باید مقداری خواروبار بخرم.","/baɪ/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,2.0,0,1,False
899,buyer,خریدار,"The buyer was satisfied with the product.","خریدار از محصول راضی بود.","/ˈbaɪ.ər/","کسب و کار","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
900,buzz,وزوز,"I heard the buzz of bees.","صدای وزوز زنبورها را شنیدم.","/bʌz/","صدا","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
901,buzz,شایعه,"There's a buzz about the new movie.","شایعه‌هایی درباره فیلم جدید وجود دارد.","/bʌz/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
902,by,توسط,"The book was written by a famous author.","کتاب توسط یک نویسنده معروف نوشته شده است.","/baɪ/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,2.0,0,1,False
903,bye,خداحافظ,"Bye! See you tomorrow!","خداحافظ! فردا می‌بینمت!","/baɪ/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,2.0,0,1,False
904,cab,تاکسی,"Let's take a cab to the airport.","بیا تاکسی بگیریم تا فرودگاه.","/kæb/","حمل و نقل","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.8,0,1,False
905,cabbage,کلم,"We made soup with cabbage.","ما سوپ با کلم درست کردیم.","/ˈkæb.ɪdʒ/","غذا","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
906,cabin,کلبه,"They stayed in a wooden cabin.","آنها در یک کلبه چوبی ماندند.","/ˈkæb.ɪn/","مکان","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
907,cabinet,کابینه,"The new cabinet members were announced.","اعضای جدید کابینه اعلام شدند.","/ˈkæb.ɪ.nət/","سیاست","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
908,cable,کابل,"The cable connects the computer to the monitor.","کابل کامپیوتر را به مانیتور وصل می‌کند.","/ˈkeɪ.bəl/","تکنولوژی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
909,cafe/café,کافه,"Let's meet at the café.","بیا در کافه همدیگر را ببینیم.","/ˈkæf.eɪ/","مکان","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,2.0,0,1,False
910,cafeteria,کافه‌تری,"We eat lunch in the school cafeteria.","ما ناهار را در کافه‌تری مدرسه می‌خوریم.","/ˌkæf.əˈtɪə.ri.ə/","مکان","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.8,0,1,False
911,cage,قفس,"The bird escaped from its cage.","پرنده از قفسش فرار کرد.","/keɪdʒ/","وسایل","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
912,cake,کیک,"She baked a chocolate cake.","او یک کیک شکلاتی پخت.","/keɪk/","غذا","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,2.0,0,1,False
913,calculate,محاسبه کردن,"Can you calculate the total cost?","می‌توانی هزینه کل را محاسبه کنی؟","/ˈkæl.kjə.leɪt/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
914,calculation,محاسبه,"I made a quick calculation.","یک محاسبه سریع انجام دادم.","/ˌkæl.kjəˈleɪ.ʃən/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
915,calculator,ماشین حساب,"Use a calculator for these problems.","برای این مسائل از ماشین حساب استفاده کن.","/ˈkæl.kjə.leɪ.tər/","وسایل","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
916,calendar,تقویم,"Mark the date on your calendar.","تاریخ را روی تقویم علامت بزن.","/ˈkæl.ɪn.dər/","وسایل","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.8,0,1,False
917,calf,گوساله,"The farmer fed the calf.","کشاورز به گوساله غذا داد.","/kɑːf/","حیوانات","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
918,call,تماس گرفتن,"I'll call you tomorrow.","فردا بهت زنگ می‌زنم.","/kɔːl/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,2.0,0,1,False
919,call,صدا زدن,"Please call the doctor.","لطفاً دکتر را صدا بزنید.","/kɔːl/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.8,0,1,False
920,caller,تماس‌گیرنده,"The caller didn't leave a message.","تماس‌گیرنده پیامی نگذاشت.","/ˈkɔː.lər/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
921,calm,آرام,"Stay calm in emergencies.","در مواقع اضطراری آرام بمانید.","/kɑːm/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
922,calmly,با آرامش,"She spoke calmly to the child.","او با آرامش با کودک صحبت کرد.","/ˈkɑːm.li/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
923,calmness,آرامش,"Her calmness helped in the crisis.","آرامش او در بحران کمک کرد.","/ˈkɑːm.nəs/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
924,camel,شتر,"We rode camels in the desert.","ما در صحرا سوار شتر شدیم.","/ˈkæm.əl/","حیوانات","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
925,camera,دوربین,"Don't forget your camera for the trip.","دوربینت را برای سفر فراموش نکن.","/ˈkæm.rə/","وسایل","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,2.0,0,1,False
926,camp,اردو,"We'll camp in the mountains.","ما در کوهستان اردو خواهیم زد.","/kæmp/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,2.0,0,1,False
927,camp,چادر زدن,"They camped by the river.","آنها کنار رودخانه چادر زدند.","/kæmp/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.8,0,1,False
928,campaign,کمپین,"The election campaign was intense.","کمپین انتخاباتی شدید بود.","/kæmˈpeɪn/","سیاست","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
929,camping,کمپینگ,"We go camping every summer.","ما هر تابستان کمپینگ می‌رویم.","/ˈkæm.pɪŋ/","سرگرمی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.8,0,1,False
930,campsite,محل کمپ,"The campsite had clean facilities.","محل کمپ امکانات تمیزی داشت.","/ˈkæmp.saɪt/","مکان","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
931,campus,محوطه دانشگاه,"The library is on the north side of campus.","کتابخانه در سمت شمالی محوطه دانشگاه است.","/ˈkæm.pəs/","مکان","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.8,0,1,False
932,can,توانستن,"I can swim very well.","من خیلی خوب می‌توانم شنا کنم.","/kæn/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,2.0,0,1,False
933,can,قوطی,"Open a can of beans.","یک قوطی لوبیا باز کن.","/kæn/","وسایل","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.8,0,1,False
934,canal,کانال,"The ship passed through the canal.","کشتی از کانال عبور کرد.","/kəˈnæl/","مکان","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
935,cancel,لغو کردن,"They canceled the flight due to weather.","آنها پرواز را به دلیل آب و هوا لغو کردند.","/ˈkæn.səl/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.7,0,1,False
